movie_id,kw_id
11544,11223
9986,1523
9986,2249
9986,9986
9986,11223
8656,1523
8656,2249
8656,9986
8656,11223
146216,1523
146216,2249
146216,9986
146216,11223
9291,1523
9291,2249
9291,9986
9291,11223
55301,1523
55301,2249
55301,9986
55301,11223
109418,1523
109418,2249
109418,9986
109418,11223
11665,1523
11665,2249
11665,9986
11665,11223
6964,1523
6964,2249
6964,9986
6964,11223
11324,1523
11324,2249
11324,9986
11324,11223
12193,1523
12193,2249
12193,9986
12193,11223
9928,1523
9928,2249
9928,9986
9928,11223
754,1523
754,2249
754,9986
754,11223
10202,1523
10202,2249
10202,9986
10202,11223
4147,1523
4147,2249
4147,9986
4147,11223
50546,1523
50546,2249
50546,9986
50546,11223
1701,1523
1701,2249
1701,9986
1701,11223
13027,1523
13027,2249
13027,9986
13027,11223
2289,1523
2289,2249
2289,9986
2289,11223
20504,1523
20504,2249
20504,9986
20504,11223
9574,1523
9574,2249
9574,9986
9574,11223
11618,1523
11618,2249
11618,9986
11618,11223
2300,1523
2300,2249
2300,9986
2300,11223
12096,1523
12096,2249
12096,9986
12096,11223
10200,1523
10200,2249
10200,9986
10200,11223
8834,1523
8834,2249
8834,9986
8834,11223
228150,1523
228150,2249
228150,9986
228150,11223
6068,1523
6068,2249
6068,9986
6068,11223
41515,1523
41515,2249
41515,9986
41515,11223
9023,1523
9023,2249
9023,9986
9023,11223
38317,1523
38317,2249
38317,9986
38317,11223
2157,1523
2157,2249
2157,9986
2157,11223
14462,1523
14462,2249
14462,9986
14462,11223
161795,1523
161795,2249
161795,9986
161795,11223
159824,1523
159824,2249
159824,9986
159824,11223
49948,1523
49948,2249
49948,9986
49948,11223
2135,1523
2135,2249
2135,9986
2135,11223
9822,1523
9822,2249
9822,9986
9822,11223
9705,1523
9705,2249
9705,9986
9705,11223
1656,1523
1656,2249
1656,9986
1656,11223
12159,1523
12159,2249
12159,9986
12159,11223
9678,1523
9678,2249
9678,9986
9678,11223
4442,1523
4442,2249
4442,9986
4442,11223
75,1523
75,2249
75,9986
75,11223
9433,1523
9433,2249
9433,9986
9433,11223
19959,1523
19959,2249
19959,9986
19959,11223
11973,1523
11973,2249
11973,9986
11973,11223
11228,1523
11228,2249
11228,9986
11228,11223
77951,1523
77951,2249
77951,9986
77951,11223
5491,1523
5491,2249
5491,9986
5491,11223
10715,1523
10715,2249
10715,9986
10715,11223
10197,1523
10197,2249
10197,9986
10197,11223
9562,1523
9562,2249
9562,9986
9562,11223
9922,1523
9922,2249
9922,9986
9922,11223
9447,1523
9447,2249
9447,9986
9447,11223
274854,1523
274854,2249
274854,9986
274854,11223
8870,1523
8870,2249
8870,9986
8870,11223
9992,1523
9992,2249
9992,9986
9992,11223
36970,1523
36970,2249
36970,9986
36970,11223
10077,1523
10077,2249
10077,9986
10077,11223
76649,1523
76649,2249
76649,9986
76649,11223
453,1523
453,2249
453,9986
453,11223
8587,1523
8587,2249
8587,9986
8587,11223
72545,1523
72545,2249
72545,9986
72545,11223
109451,1523
109451,2249
109451,9986
109451,11223
9533,1523
9533,2249
9533,9986
9533,11223
2023,1523
2023,2249
2023,9986
2023,11223
71880,1523
71880,2249
71880,9986
71880,11223
584,1523
584,2249
584,9986
584,11223
309809,1523
309809,2249
309809,9986
309809,11223
4858,1523
4858,2249
4858,9986
4858,11223
17711,1523
17711,2249
17711,9986
17711,11223
328111,1523
328111,2249
328111,9986
328111,11223
8698,1523
8698,2249
8698,9986
8698,11223
93456,1523
93456,2249
93456,9986
93456,11223
602,1523
602,2249
602,9986
602,11223
330,1523
330,2249
330,9986
330,11223
953,1523
953,2249
953,9986
953,11223
9693,1523
9693,2249
9693,9986
9693,11223
36657,1523
36657,2249
36657,9986
36657,11223
8909,1523
8909,2249
8909,9986
8909,11223
9802,1523
9802,2249
9802,9986
9802,11223
950,1523
950,2249
950,9986
950,11223
1824,1523
1824,2249
1824,9986
1824,11223
2976,1523
2976,2249
2976,9986
2976,11223
11026,1523
11026,2249
11026,9986
11026,11223
332,1523
332,2249
332,9986
332,11223
75656,1523
75656,2249
75656,9986
75656,11223
38365,1523
38365,2249
38365,9986
38365,11223
594,1523
594,2249
594,9986
594,11223
15189,1523
15189,2249
15189,9986
15189,11223
11678,1523
11678,2249
11678,9986
11678,11223
6538,1523
6538,2249
6538,9986
6538,11223
10555,1523
10555,2249
10555,9986
10555,11223
1125,1523
1125,2249
1125,9986
1125,11223
4551,1523
4551,2249
4551,9986
4551,11223
612,1523
612,2249
612,9986
612,11223
9567,1523
9567,2249
9567,9986
9567,11223
37821,1523
37821,2249
37821,9986
37821,11223
203801,1523
203801,2249
203801,9986
203801,11223
2539,1523
2539,2249
2539,9986
2539,11223
9297,1523
9297,2249
9297,9986
9297,11223
3172,1523
3172,2249
3172,9986
3172,11223
6520,1523
6520,2249
6520,9986
6520,11223
1439,1523
1439,2249
1439,9986
1439,11223
37958,1523
37958,2249
37958,9986
37958,11223
2026,1523
2026,2249
2026,9986
2026,11223
7450,1523
7450,2249
7450,9986
7450,11223
11375,1523
11375,2249
11375,9986
11375,11223
9425,1523
9425,2249
9425,9986
9425,11223
25769,1523
25769,2249
25769,9986
25769,11223
23685,1523
23685,2249
23685,9986
23685,11223
11866,1523
11866,2249
11866,9986
11866,11223
9741,1523
9741,2249
9741,9986
9741,11223
211672,1523
211672,2249
211672,9986
211672,11223
23629,1523
23629,2249
23629,9986
23629,11223
8688,1523
8688,2249
8688,9986
8688,11223
10153,1523
10153,2249
10153,9986
10153,11223
153518,1523
153518,2249
153518,9986
153518,11223
8676,1523
8676,2249
8676,9986
8676,11223
20829,1523
20829,2249
20829,9986
20829,11223
4349,1523
4349,2249
4349,9986
4349,11223
9718,1523
9718,2249
9718,9986
9718,11223
10808,1523
10808,2249
10808,9986
10808,11223
197,1523
197,2249
197,9986
197,11223
25,1523
25,2249
25,9986
25,11223
35,1523
35,2249
35,9986
35,11223
11086,1523
11086,2249
11086,9986
11086,11223
10477,1523
10477,2249
10477,9986
10477,11223
1997,1523
1997,2249
1997,9986
1997,11223
6947,1523
6947,2249
6947,9986
6947,11223
3050,1523
3050,2249
3050,9986
3050,11223
2675,1523
2675,2249
2675,9986
2675,11223
809,1523
809,2249
809,9986
809,11223
920,1523
920,2249
920,9986
920,11223
4806,1523
4806,2249
4806,9986
4806,11223
7451,1523
7451,2249
7451,9986
7451,11223
228165,1523
228165,2249
228165,9986
228165,11223
3595,1523
3595,2249
3595,9986
3595,11223
16869,1523
16869,2249
16869,9986
16869,11223
879,1523
879,2249
879,9986
879,11223
1573,1523
1573,2249
1573,9986
1573,11223
9257,1523
9257,2249
9257,9986
9257,11223
1903,1523
1903,2249
1903,9986
1903,11223
9697,1523
9697,2249
9697,9986
9697,11223
395,1523
395,2249
395,9986
395,11223
23398,1523
23398,2249
23398,9986
23398,11223
10590,1523
10590,2249
10590,9986
10590,11223
117263,1523
117263,2249
117263,9986
117263,11223
200,1523
200,2249
200,9986
200,11223
44943,1523
44943,2249
44943,9986
44943,11223
587,1523
587,2249
587,9986
587,11223
10395,1523
10395,2249
10395,9986
10395,11223
57212,1523
57212,2249
57212,9986
57212,11223
152760,1523
152760,2249
152760,9986
152760,11223
2756,1523
2756,2249
2756,9986
2756,11223
33909,1523
33909,2249
33909,9986
33909,11223
49017,1523
49017,2249
49017,9986
49017,11223
9882,1523
9882,2249
9882,9986
9882,11223
2270,1523
2270,2249
2270,9986
2270,11223
978,1523
978,2249
978,9986
978,11223
44564,1523
44564,2249
44564,9986
44564,11223
3132,1523
3132,2249
3132,9986
3132,11223
8814,1523
8814,2249
8814,9986
8814,11223
8427,1523
8427,2249
8427,9986
8427,11223
52520,1523
52520,2249
52520,9986
52520,11223
80585,1523
80585,2249
80585,9986
80585,11223
10592,1523
10592,2249
10592,9986
10592,11223
49021,1523
49021,2249
49021,9986
49021,11223
11535,1523
