movie_id,kw_id
6639,9986
6639,11223
38153,1523
38153,2249
38153,9986
38153,11223
58233,1523
58233,2249
58233,9986
58233,11223
116977,1523
116977,2249
116977,9986
116977,11223
68734,1523
68734,2249
68734,9986
68734,11223
5503,1523
5503,2249
5503,9986
5503,11223
27573,1523
27573,2249
27573,9986
27573,11223
819,1523
819,2249
819,9986
819,11223
1369,1523
1369,2249
1369,9986
1369,11223
9623,1523
9623,2249
9623,9986
9623,11223
10895,1523
10895,2249
10895,9986
10895,11223
10935,1523
10935,2249
10935,9986
10935,11223
834,1523
834,2249
834,9986
834,11223
228066,1523
228066,2249
228066,9986
228066,11223
711,1523
711,2249
711,9986
711,11223
10468,1523
10468,2249
10468,9986
10468,11223
10027,1523
10027,2249
10027,9986
10027,11223
11812,1523
11812,2249
11812,9986
11812,11223
37233,1523
37233,2249
37233,9986
37233,11223
37950,1523
37950,2249
37950,9986
37950,11223
27582,1523
27582,2249
27582,9986
27582,11223
64688,1523
64688,2249
64688,9986
64688,11223
509,1523
509,2249
509,9986
509,11223
7443,1523
7443,2249
7443,9986
7443,11223
5966,1523
5966,2249
5966,9986
5966,11223
11066,1523
11066,2249
11066,9986
11066,11223
136795,1523
136795,2249
136795,9986
136795,11223
8095,1523
8095,2249
8095,9986
8095,11223
87826,1523
87826,2249
87826,9986
87826,11223
11560,1523
11560,2249
11560,9986
11560,11223
25189,1523
25189,2249
25189,9986
25189,11223
2637,1523
2637,2249
2637,9986
2637,11223
18480,1523
18480,2249
18480,9986
18480,11223
709,1523
709,2249
709,9986
709,11223
49730,1523
49730,2249
49730,9986
49730,11223
2749,1523
2749,2249
2749,9986
2749,11223
9607,1523
9607,2249
9607,9986
9607,11223
1830,1523
1830,2249
1830,9986
1830,11223
54054,1523
54054,2249
54054,9986
54054,11223
228967,1523
228967,2249
228967,9986
228967,11223
46528,1523
46528,2249
46528,9986
46528,11223
65,1523
65,2249
65,9986
65,11223
9476,1523
9476,2249
9476,9986
9476,11223
10610,1523
10610,2249
10610,9986
10610,11223
745,1523
745,2249
745,9986
745,11223
49527,1523
49527,2249
49527,9986
49527,11223
73937,1523
73937,2249
73937,9986
73937,11223
1885,1523
1885,2249
1885,9986
1885,11223
168672,1523
168672,2249
168672,9986
168672,11223
18240,1523
18240,2249
18240,9986
18240,11223
10398,1523
10398,2249
10398,9986
10398,11223
165,1523
165,2249
165,9986
165,11223
240832,1523
240832,2249
240832,9986
240832,11223
216015,1523
216015,2249
216015,9986
216015,11223
12279,1523
12279,2249
12279,9986
12279,11223
1645,1523
1645,2249
1645,9986
1645,11223
11007,1523
11007,2249
11007,9986
11007,11223
193756,1523
193756,2249
193756,9986
193756,11223
11287,1523
11287,2249
11287,9986
11287,11223
259693,1523
259693,2249
259693,9986
259693,11223
37799,1523
37799,2249
37799,9986
37799,11223
10184,1523
10184,2249
10184,9986
10184,11223
4257,1523
4257,2249
4257,9986
4257,11223
4234,1523
4234,2249
4234,9986
4234,11223
196,1523
196,2249
196,9986
196,11223
257091,1523
257091,2249
257091,9986
257091,11223
6114,1523
6114,2249
6114,9986
6114,11223
24803,1523
24803,2249
24803,9986
24803,11223
109410,1523
109410,2249
109410,9986
109410,11223
1213,1523
1213,2249
1213,9986
1213,11223
100042,1523
100042,2249
100042,9986
100042,11223
9036,1523
9036,2249
9036,9986
9036,11223
257211,1523
257211,2249
257211,9986
257211,11223
323675,1523
323675,2249
323675,9986
323675,11223
9361,1523
9361,2249
9361,9986
9361,11223
1677,1523
1677,2249
1677,9986
1677,11223
187,1523
187,2249
187,9986
187,11223
7461,1523
7461,2249
7461,9986
7461,11223
16538,1523
16538,2249
16538,9986
16538,11223
9889,1523
9889,2249
9889,9986
9889,11223
820,1523
820,2249
820,9986
820,11223
11565,1523
11565,2249
11565,9986
11565,11223
6073,1523
6073,2249
6073,9986
6073,11223
16996,1523
16996,2249
16996,9986
16996,11223
193610,1523
193610,2249
193610,9986
193610,11223
19912,1523
19912,2249
19912,9986
19912,11223
296098,1523
296098,2249
296098,9986
296098,11223
8007,1523
8007,2249
8007,9986
8007,11223
32823,1523
32823,2249
32823,9986
32823,11223
4380,1523
4380,2249
4380,9986
4380,11223
11551,1523
11551,2249
11551,9986
11551,11223
10336,1523
10336,2249
10336,9986
10336,11223
11362,1523
11362,2249
11362,9986
11362,11223
50348,1523
50348,2249
50348,9986
50348,11223
48138,1523
48138,2249
48138,9986
48138,11223
1124,1523
1124,2249
1124,9986
1124,11223
227159,1523
227159,2249
227159,9986
227159,11223
68179,1523
68179,2249
68179,9986
68179,11223
1579,1523
1579,2249
1579,9986
1579,11223
708,1523
708,2249
708,9986
708,11223
34851,1523
34851,2249
34851,9986
34851,11223
9930,1523
9930,2249
9930,9986
9930,11223
1586,1523
1586,2249
1586,9986
1586,11223
2044,1523
2044,2249
2044,9986
2044,11223
9913,1523
9913,2249
9913,9986
9913,11223
71864,1523
71864,2249
71864,9986
71864,11223
10761,1523
10761,2249
10761,9986
10761,11223
209451,1523
209451,2249
209451,9986
209451,11223
11975,1523
11975,2249
11975,9986
11975,11223
4970,1523
4970,2249
4970,9986
4970,11223
11831,1523
11831,2249
11831,9986
11831,11223
9096,1523
9096,2249
9096,9986
9096,11223
440,1523
440,2249
440,9986
440,11223
11011,1523
11011,2249
11011,9986
11011,11223
10641,1523
10641,2249
10641,9986
10641,11223
11172,1523
11172,2249
11172,9986
11172,11223
39513,1523
39513,2249
39513,9986
39513,11223
82687,1523
82687,2249
82687,9986
82687,11223
41446,1523
41446,2249
41446,9986
41446,11223
8224,1523
8224,2249
8224,9986
8224,11223
10537,1523
10537,2249
10537,9986
10537,11223
225886,1523
225886,2249
225886,9986
225886,11223
10385,1523
10385,2249
10385,9986
10385,11223
55779,1523
55779,2249
55779,9986
55779,11223
10154,1523
10154,2249
10154,9986
10154,11223
10647,1523
10647,2249
10647,9986
10647,11223
11431,1523
11431,2249
11431,9986
11431,11223
8457,1523
8457,2249
8457,9986
8457,11223
188161,1523
188161,2249
188161,9986
188161,11223
8850,1523
8850,2249
8850,9986
8850,11223
64685,1523
64685,2249
64685,9986
64685,11223
38357,1523
38357,2249
38357,9986
38357,11223
10060,1523
10060,2249
10060,9986
10060,11223
11398,1523
11398,2249
11398,9986
11398,11223
1833,1523
1833,2249
1833,9986
1833,11223
10391,1523
10391,2249
10391,9986
10391,11223
8970,1523
8970,2249
8970,9986
8970,11223
9306,1523
9306,2249
9306,9986
9306,11223
11370,1523
11370,2249
11370,9986
11370,11223
12184,1523
12184,2249
12184,9986
12184,11223
1921,1523
1921,2249
1921,9986
1921,11223
1683,1523
1683,2249
1683,9986
1683,11223
203,1523
203,2249
203,9986
203,11223
11858,1523
11858,2249
11858,9986
11858,11223
62835,1523
62835,2249
62835,9986
62835,11223
18937,1523
18937,2249
18937,9986
18937,11223
13536,1523
13536,2249
13536,9986
13536,11223
15556,1523
15556,2249
15556,9986
15556,11223
10718,1523
10718,2249
10718,9986
10718,11223
11062,1523
11062,2249
11062,9986
11062,11223
10802,1523
10802,2249
10802,9986
10802,11223
1887,1523
1887,2249
1887,9986
1887,11223
6071,1523
6071,2249
6071,9986
6071,11223
10461,1523
10461,2249
10461,9986
10461,11223
80278,1523
80278,2249
80278,9986
80278,11223
12704,1523
12704,2249
12704,9986
12704,11223
10315,1523
10315,2249
10315,9986
10315,11223
16643,1523
16643,2249
16643,9986
16643,11223
2687,1523
2687,2249
2687,9986
2687,11223
11025,1523
11025,2249
11025,9986
11025,11223
8849,1523
8849,2249
8849,9986
8849,11223
78698,1523
78698,2249
78698,9986
78698,11223
30943,1523
30943,2249
30943,9986
30943,11223
9544,1523
9544,2249
9544,9986
9544,11223
24418,1523
24418,2249
24418,9986
24418,11223
7288,1523
7288,2249
7288,9986
7288,11223
14655,1523
14655,2249
14655,9986
14655,11223
24575,1523
24575,2249
24575,9986
24575,11223
10366,1523
10366,2249
10366,9986
10366,11223
19898,1523
19898,2249
19898,9986
19898,11223
4965,1523
4965,2249
4965,9986
4965,11223
15074,1523
15074,2249
15074,9986
15074,11223
56715,1523
56715,2249
56715,9986
56715,11223
1272,1523
1272,2249
1272,9986
1272,11223
72358,1523
72358,2249
72358,9986
72358,11223
20542,1523
20542,2249
20542,9986
20542,11223
266396,1523
266396,2249
266396,9986
266396,11223
9978,1523
9978,2249
9978,9986
9978,11223
8271,1523
8271,2249
8271,9986
8271,11223
10428,1523
10428,2249
10428,9986
10428,11223
5353,1523
5353,2249
5353,9986
5353,11223
11934,1523
11934,2249
11934,9986
11934,11223
19495,1523
19495,2249
19495,9986
19495,11223
26486,1523
26486,2249
26486,9986
26486,11223
9495,1523
9495,2249
9495,9986
9495,11223
24420,1523
24420,2249
24420,9986
24420,11223
1257,1523
1257,2249
1257,9986
1257,11223
62214,1523
62214,2249
62214,9986
62214,11223
16320,1523
16320,2249
16320,9986
16320,11223
8842,1523
8842,2249
8842,9986
8842,11223
9531,1523
9531,2249
9531,9986
9531,11223
64807,1523
64807,2249
64807,9986
64807,11223
11529,1523
11529,2249
11529,9986
11529,11223
20943,1523
20943,2249
20943,9986
20943,11223
9099,1523
9099,2249
9099,9986
9099,11223
9488,1523
9488,2249
9488,9986
9488,11223
193,1523
193,2249
193,9986
193,11223
55787,1523
55787,2249
55787,9986
55787,11223
10400,1523
10400,2249
10400,9986
10400,11223
1957,1523
1957,2249
1957,9986
1957,11223
10833,1523
10833,2249
10833,9986
10833,11223
256961,1523
256961,2249
256961,9986
256961,11223
5852,1523
5852,2249
5852,9986
5852,11223
12312,1523
12312,2249
12312,9986
12312,11223
622,1523
622,2249
622,9986
622,11223
11306,1523
11306,2249
11306,9986
11306,11223
12508,1523
12508,2249
12508,9986
12508,11223
25793,1523
25793,2249
25793,9986
25793,11223
10534,1523
10534,2249
10534,9986
10534,11223
1091,1523
1091,2249
1091,9986
1091,11223
87421,1523
87421,2249
87421,9986
87421,11223
10871,1523
10871,2249
10871,9986
10871,11223
13503,1523
13503,2249
13503,9986
13503,11223
13600,1523
13600,2249
13600,9986
13600,11223
68722,1523
68722,2249
68722,9986
68722,11223
14324,1523
14324,2249
14324,9986
14324,11223
14325,1523
14325,2249
14325,9986
14325,11223
299687,1523
299687,2249
299687,9986
299687,11223
312221,1523
312221,2249
312221,9986
312221,11223
23168,1523
23168,2249
23168,9986
23168,11223
76494,1523
76494,2249
76494,9986
76494,11223
4944,1523
4944,2249
4944,9986
4944,11223
10488,1523
10488,2249
10488,9986
10488,11223
96721,1523
96721,2249
96721,9986
96721,11223
334,1523
334,2249
334,9986
334,11223
23742,1523
23742,2249
23742,9986
23742,11223
259694,1523
259694,2249
259694,9986
259694,11223
62837,1523
62837,2249
62837,9986
62837,11223
8966,1523
8966,2249
8966,9986
8966,11223
8470,1523
8470,2249
8470,9986
8470,11223
11001,1523
11001,2249
11001,9986
11001,11223
138832,1523
138832,2249
138832,9986
138832,11223
2163,1523
2163,2249
2163,9986
2163,11223
36670,1523
36670,2249
36670,9986
36670,11223
23048,1523
23048,2249
23048,9986
23048,11223
227735,1523
227735,2249
227735,9986
227735,11223
2155,1523
2155,2249
2155,9986
2155,11223
8409,1523
8409,2249
8409,9986
8409,11223
222936,1523
222936,2249
222936,9986
222936,11223
31908,1523
31908,2249
31908,9986
31908,11223
10219,1523
10219,2249
10219,9986
10219,11223
48171,1523
48171,2249
48171,9986
48171,11223
782,1523
782,2249
782,9986
782,11223
11802,1523
11802,2249
11802,9986
11802,11223
9776,1523
9776,2249
9776,9986
9776,11223
18785,1523
18785,2249
18785,9986
18785,11223
817,1523
817,2249
817,9986
817,11223
268,1523
268,2249
268,9986
268,11223
45054,1523
45054,2249
45054,9986
45054,11223
943,1523
943,2249
943,9986
943,11223
22881,1523
22881,2249
22881,9986
22881,11223
10054,1523
10054,2249
10054,9986
10054,11223
51540,1523
51540,2249
51540,9986
51540,11223
44264,1523
44264,2249
44264,9986
44264,11223
350,1523
350,2249
350,9986
350,11223
152,1523
152,2249
152,9986
152,11223
109431,1523
109431,2249
109431,9986
109431,11223
1598,1523
1598,2249
1598,9986
1598,11223
8065,1523
8065,2249
8065,9986
8065,11223
271718,1523
271718,2249
271718,9986
271718,11223
11638,1523
11638,2249
11638,9986
11638,11223
409,1523
409,2249
409,9986
409,11223
2118,1523
2118,2249
2118,9986
2118,11223
11459,1523
11459,2249
11459,9986
11459,11223
10806,1523
10806,2249
10806,9986
10806,11223
9348,1523
9348,2249
9348,9986
9348,11223
377,1523
377,2249
377,9986
377,11223
8843,1523
8843,2249
8843,9986
8843,11223
9313,1523
9313,2249
9313,9986
9313,11223
39486,1523
39486,2249
39486,9986
39486,11223
1273,1523
1273,2249
1273,9986
1273,11223
13920,1523
13920,2249
13920,9986
13920,11223
50544,1523
50544,2249
50544,9986
50544,11223
325133,1523
325133,2249
325133,9986
325133,11223
140823,1523
140823,2249
140823,9986
140823,11223
1883,1523
1883,2249
1883,9986
1883,11223
89492,1523
89492,2249
89492,9986
89492,11223
22949,1523
22949,2249
22949,9986
22949,11223
12437,1523
12437,2249
12437,9986
12437,11223
2959,1523
2959,2249
2959,9986
2959,11223
9957,1523
9957,2249
9957,9986
9957,11223
11648,1523
11648,2249
11648,9986
11648,11223
9366,1523
9366,2249
9366,9986
9366,11223
1576,1523
1576,2249
1576,9986
1576,11223
609,1523
609,2249
609,9986
609,11223
5516,1523
5516,2249
5516,9986
5516,11223
13051,1523
13051,2249
13051,9986
13051,11223
49530,1523
49530,2249
49530,9986
49530,11223
34806,1523
34806,2249
34806,9986
34806,11223
49022,1523
49022,2249
49022,9986
49022,11223
11469,1523
11469,2249
11469,9986
11469,11223
23479,1523
23479,2249
23479,9986
23479,11223
11667,1523
11667,2249
11667,9986
11667,11223
423,1523
423,2249
423,9986
423,11223
2447,1523
2447,2249
2447,9986
2447,11223
10066,1523
10066,2249
10066,9986
10066,11223
2288,1523
2288,2249
2288,9986
2288,11223
88794,1523
88794,2249
88794,9986
88794,11223
13515,1523
13515,2249
13515,9986
13515,11223
11979,1523
11979,2249
11979,9986
11979,11223
169,1523
169,2249
169,9986
169,11223
8090,1523
8090,2249
8090,9986
8090,11223
11622,1523
11622,2249
11622,9986
11622,11223
3604,1523
3604,2249
3604,9986
3604,11223
9541,1523
9541,2249
9541,9986
9541,11223
94348,1523
94348,2249
94348,9986
94348,11223
8197,1523
8197,2249
8197,9986
8197,11223
336004,1523
336004,2249
336004,9986
336004,11223
35019,1523
35019,2249
35019,9986
35019,11223
10410,1523
10410,2249
10410,9986
10410,11223
8836,1523
8836,2249
8836,9986
8836,11223
14442,1523
14442,2249
14442,9986
14442,11223
321741,1523
321741,2249
321741,9986
321741,11223
59965,1523
59965,2249
59965,9986
59965,11223
14175,1523
14175,2249
14175,9986
14175,11223
11004,1523
11004,2249
11004,9986
11004,11223
11918,1523
11918,2249
11918,9986
11918,11223
98357,1523
98357,2249
98357,9986
98357,11223
10012,1523
10012,2249
10012,9986
10012,11223
49526,1523
49526,2249
49526,9986
49526,11223
268920,1523
268920,2249
268920,9986
268920,11223
9093,1523
9093,2249
9093,9986
9093,11223
119283,1523
119283,2249
119283,9986
119283,11223
11823,1523
11823,2249
11823,9986
11823,11223
35169,1523
35169,2249
35169,9986
35169,11223
118957,1523
118957,2249
118957,9986
118957,11223
849,1523
849,2249
849,9986
849,11223
4515,1523
4515,2249
4515,9986
4515,11223
18886,1523
18886,2249
18886,9986
18886,11223
6575,1523
6575,2249
6575,9986
6575,11223
6440,1523
6440,2249
6440,9986
6440,11223
13496,1523
13496,2249
13496,9986
13496,11223
18320,1523
18320,2249
18320,9986
18320,11223
22787,1523
22787,2249
22787,9986
22787,11223
8967,1523
8967,2249
8967,9986
8967,11223
37498,1523
37498,2249
37498,9986
37498,11223
144336,1523
144336,2249
144336,9986
144336,11223
9616,1523
9616,2249
9616,9986
9616,11223
13056,1523
13056,2249
13056,9986
13056,11223
14113,1523
14113,2249
14113,9986
14113,11223
285783,1523
285783,2249
285783,9986
285783,11223
49478,1523
49478,2249
49478,9986
49478,11223
9726,1523
9726,2249
9726,9986
9726,11223
20763,1523
20763,2249
20763,9986
20763,11223
9702,1523
9702,2249
9702,9986
9702,11223
9311,1523
9311,2249
9311,9986
9311,11223
9280,1523
9280,2249
9280,9986
9280,11223
26843,1523
26843,2249
26843,9986
26843,11223
11876,1523
11876,2249
11876,9986
11876,11223
22267,1523
22267,2249
22267,9986
22267,11223
310706,1523
310706,2249
310706,9986
310706,11223
198663,1523
198663,2249
198663,9986
198663,11223
239573,1523
239573,2249
239573,9986
239573,11223
10436,1523
10436,2249
10436,9986
10436,11223
1381,1523
1381,2249
1381,9986
1381,11223
2162,1523
2162,2249
2162,9986
2162,11223
127493,1523
127493,2249
127493,9986
127493,11223
228205,1523
228205,2249
228205,9986
228205,11223
2900,1523
2900,2249
2900,9986
2900,11223
21311,1523
21311,2249
21311,9986
21311,11223
77875,1523
77875,2249
77875,9986
77875,11223
192136,1523
192136,2249
192136,9986
192136,11223
18254,1523
18254,2249
18254,9986
18254,11223
881,1523
881,2249
881,9986
881,11223
10877,1523
10877,2249
10877,9986
10877,11223
9600,1523
9600,2249
9600,9986
9600,11223
202575,1523
202575,2249
202575,9986
202575,11223
71469,1523
71469,2249
71469,9986
71469,11223
85446,1523
85446,2249
85446,9986
85446,11223
326,1523
326,2249
326,9986
326,11223
10685,1523
10685,2249
10685,9986
10685,11223
7220,1523
7220,2249
7220,9986
7220,11223
9763,1523
9763,2249
9763,9986
9763,11223
72387,1523
72387,2249
72387,9986
72387,11223
12596,1523
12596,2249
12596,9986
12596,11223
1892,1523
1892,2249
1892,9986
1892,11223
13460,1523
13460,2249
13460,9986
13460,11223
8055,1523
8055,2249
8055,9986
8055,11223
50647,1523
50647,2249
50647,9986
50647,11223
10719,1523
10719,2249
10719,9986
10719,11223
9294,1523
9294,2249
9294,9986
9294,11223
11888,1523
11888,2249
11888,9986
11888,11223
9647,1523
9647,2249
9647,9986
9647,11223
9353,1523
9353,2249
9353,9986
9353,11223
55721,1523
55721,2249
55721,9986
55721,11223
109414,1523
109414,2249
109414,9986
109414,11223
10307,1523
10307,2249
10307,9986
10307,11223
11978,1523
11978,2249
11978,9986
11978,11223
22907,1523
22907,2249
22907,9986
22907,11223
87567,1523
87567,2249
87567,9986
87567,11223
38322,1523
38322,2249
38322,9986
38322,11223
45612,1523
45612,2249
45612,9986
45612,11223
7305,1523
7305,2249
7305,9986
7305,11223
3594,1523
3594,2249
3594,9986
3594,11223
157841,1523
157841,2249
157841,9986
157841,11223
11519,1523
11519,2249
11519,9986
11519,11223
12920,1523
12920,2249
12920,9986
12920,11223
59,1523
59,2249
59,9986
59,11223
9335,1523
9335,2249
9335,9986
9335,11223
12106,1523
12106,2249
12106,9986
12106,11223
11141,1523
11141,2249
11141,9986
11141,11223
8649,1523
8649,2249
8649,9986
8649,11223
31867,1523
31867,2249
31867,9986
31867,11223
3587,1523
3587,2249
3587,9986
3587,11223
124459,1523
124459,2249
124459,9986
124459,11223
24662,1523
24662,2249
24662,9986
24662,11223
32274,1523
32274,2249
32274,9986
32274,11223
182,1523
182,2249
182,9986
182,11223
5494,1523
5494,2249
5494,9986
5494,11223
28,1523
28,2249
28,9986
28,11223
38073,1523
38073,2249
38073,9986
38073,11223
2054,1523
2054,2249
2054,9986
2054,11223
302156,1523
302156,2249
302156,9986
302156,11223
606,1523
606,2249
606,9986
606,11223
87502,1523
87502,2249
87502,9986
87502,11223
698,1523
698,2249
698,9986
698,11223
120467,1523
120467,2249
120467,9986
120467,11223
11313,1523
11313,2249
11313,9986
11313,11223
6488,1523
6488,2249
6488,9986
6488,11223
10559,1523
10559,2249
10559,9986
10559,11223
296099,1523
296099,2249
296099,9986
296099,11223
8012,1523
8012,2249
8012,9986
8012,11223
1574,1523
1574,2249
1574,9986
1574,11223
9032,1523
9032,2249
9032,9986
9032,11223
2770,1523
2770,2249
2770,9986
2770,11223
862,1523
862,2249
862,9986
862,11223
1637,1523
1637,2249
1637,9986
1637,11223
72570,1523
72570,2249
72570,9986
72570,11223
27569,1523
27569,2249
27569,9986
27569,11223
10637,1523
10637,2249
10637,9986
10637,11223
1669,1523
1669,2249
1669,9986
1669,11223
132363,1523
132363,2249
132363,9986
132363,11223
9472,1523
9472,2249
9472,9986
9472,11223
2907,1523
2907,2249
2907,9986
2907,11223
9273,1523
9273,2249
9273,9986
9273,11223
9880,1523
9880,2249
9880,9986
9880,11223
2925,1523
2925,2249
2925,9986
2925,11223
807,1523
807,2249
807,9986
807,11223
17654,1523
17654,2249
17654,9986
17654,11223
11836,1523
11836,2249
11836,9986
11836,11223
322,1523
322,2249
322,9986
322,11223
70,1523
70,2249
70,9986
70,11223
9535,1523
9535,2249
9535,9986
9535,11223
11036,1523
11036,2249
11036,9986
11036,11223
6557,1523
6557,2249
6557,9986
6557,11223
18126,1523
18126,2249
18126,9986
18126,11223
10333,1523
10333,2249
10333,9986
10333,11223
4476,1523
4476,2249
4476,9986
4476,11223
22947,1523
22947,2249
22947,9986
22947,11223
2755,1523
2755,2249
2755,9986
2755,11223
82654,1523
82654,2249
82654,9986
82654,11223
59967,1523
59967,2249
59967,9986
59967,11223
16300,1523
16300,2249
16300,9986
16300,11223
9598,1523
9598,2249
9598,9986
9598,11223
82696,1523
82696,2249
82696,9986
82696,11223
9870,1523
9870,2249
9870,9986
9870,11223
8292,1523
8292,2249
8292,9986
8292,11223
8780,1523
8780,2249
8780,9986
8780,11223
9715,1523
9715,2249
9715,9986
9715,11223
10521,1523
10521,2249
10521,9986
10521,11223
10762,1523
10762,2249
10762,9986
10762,11223
10096,1523
10096,2249
10096,9986
10096,11223
59436,1523
59436,2249
59436,9986
59436,11223
227783,1523
227783,2249
227783,9986
227783,11223
4133,1523
4133,2249
4133,9986
4133,11223
10207,1523
10207,2249
10207,9986
10207,11223
172,1523
172,2249
172,9986
172,11223
21972,1523
21972,2249
21972,9986
21972,11223
36593,1523
36593,2249
36593,9986
36593,11223
707,1523
707,2249
707,9986
707,11223
533,1523
533,2249
533,9986
533,11223
6023,1523
6023,2249
6023,9986
6023,11223
6439,1523
6439,2249
6439,9986
6439,11223
4347,1523
4347,2249
4347,9986
4347,11223
37056,1523
37056,2249
37056,9986
37056,11223
4105,1523
4105,2249
4105,9986
4105,11223
76489,1523
76489,2249
76489,9986
76489,11223
3933,1523
3933,2249
3933,9986
3933,11223
9918,1523
9918,2249
9918,9986
9918,11223
273481,1523
273481,2249
273481,9986
273481,11223
307081,1523
307081,2249
307081,9986
307081,11223
16871,1523
16871,2249
16871,9986
16871,11223
293863,1523
293863,2249
293863,9986
293863,11223
13156,1523
13156,2249
13156,9986
13156,11223
41233,1523
41233,2249
41233,9986
41233,11223
9266,1523
9266,2249
9266,9986
9266,11223
1262,1523
1262,2249
1262,9986
1262,11223
4513,1523
4513,2249
4513,9986
4513,11223
22970,1523
22970,2249
22970,9986
22970,11223
7278,1523
7278,2249
7278,9986
7278,11223
9013,1523
9013,2249
9013,9986
9013,11223
865,1523
865,2249
865,9986
865,11223
10776,1523
10776,2249
10776,9986
10776,11223
50456,1523
50456,2249
50456,9986
50456,11223
9823,1523
9823,2249
9823,9986
9823,11223
59861,1523
59861,2249
59861,9986
59861,11223
133805,1523
133805,2249
133805,9986
133805,11223
12763,1523
12763,2249
12763,9986
12763,11223
9766,1523
9766,2249
9766,9986
9766,11223
14034,1523
14034,2249
14034,9986
14034,11223
12244,1523
12244,2249
12244,9986
12244,11223
109421,1523
109421,2249
109421,9986
109421,11223
11137,1523
11137,2249
11137,9986
11137,11223
51162,1523
51162,2249
51162,9986
51162,11223
10152,1523
10152,2249
10152,9986
10152,11223
9452,1523
9452,2249
9452,9986
9452,11223
239566,1523
239566,2249
239566,9986
239566,11223
53113,1523
53113,2249
53113,9986
53113,11223
9271,1523
9271,2249
9271,9986
9271,11223
4474,1523
4474,2249
4474,9986
4474,11223
184346,1523
184346,2249
184346,9986
184346,11223
48340,1523
48340,2249
48340,9986
48340,11223
14846,1523
14846,2249
14846,9986
14846,11223
72207,1523
72207,2249
72207,9986
72207,11223
16232,1523
16232,2249
16232,9986
16232,11223
43539,1523
43539,2249
43539,9986
43539,11223
9920,1523
9920,2249
9920,9986
9920,11223
8978,1523
8978,2249
8978,9986
8978,11223
11702,1523
11702,2249
11702,9986
11702,11223
18550,1523
18550,2249
18550,9986
18550,11223
8869,1523
8869,2249
8869,9986
8869,11223
43347,1523
43347,2249
43347,9986
43347,11223
3489,1523
3489,2249
3489,9986
3489,11223
9701,1523
9701,2249
9701,9986
9701,11223
2122,1523
2122,2249
2122,9986
2122,11223
37707,1523
37707,2249
37707,9986
37707,11223
10658,1523
10658,2249
10658,9986
10658,11223
13150,1523
13150,2249
13150,9986
13150,11223
9042,1523
9042,2249
9042,9986
9042,11223
17813,1523
17813,2249
17813,9986
17813,11223
11208,1523
11208,2249
11208,9986
11208,11223
58151,1523
58151,2249
58151,9986
58151,11223
11400,1523
11400,2249
11400,9986
11400,11223
10350,1523
10350,2249
10350,9986
10350,11223
28902,1523
28902,2249
28902,9986
28902,11223
14164,1523
14164,2249
14164,9986
14164,11223
76640,1523
76640,2249
76640,9986
76640,11223
11058,1523
11058,2249
11058,9986
11058,11223
14844,1523
14844,2249
14844,9986
14844,11223
57089,1523
57089,2249
57089,9986
57089,11223
1947,1523
1947,2249
1947,9986
1947,11223
8054,1523
8054,2249
8054,9986
8054,11223
46829,1523
46829,2249
46829,9986
46829,11223
146238,1523
146238,2249
146238,9986
146238,11223
9989,1523
9989,2249
9989,9986
9989,11223
9665,1523
9665,2249
9665,9986
9665,11223
311,1523
311,2249
311,9986
311,11223
102362,1523
102362,2249
102362,9986
102362,11223
11162,1523
11162,2249
11162,9986
11162,11223
6016,1523
6016,2249
6016,9986
6016,11223
17186,1523
17186,2249
17186,9986
17186,11223
13967,1523
13967,2249
13967,9986
13967,11223
9053,1523
9053,2249
9053,9986
9053,11223
4512,1523
4512,2249
4512,9986
4512,11223
265208,1523
265208,2249
265208,9986
265208,11223
45610,1523
45610,2249
45610,9986
45610,11223
1874,1523
1874,2249
1874,9986
1874,11223
271331,1523
271331,2249
271331,9986
271331,11223
215211,1523
215211,2249
215211,9986
215211,11223
10955,1523
10955,2249
10955,9986
10955,11223
223702,1523
223702,2249
223702,9986
223702,11223
254470,1523
254470,2249
254470,9986
254470,11223
69,1523
69,2249
69,9986
69,11223
4967,1523
4967,2249
4967,9986
4967,11223
9449,1523
9449,2249
9449,9986
9449,11223
11499,1523
11499,2249
11499,9986
11499,11223
4912,1523
4912,2249
4912,9986
4912,11223
12771,1523
12771,2249
12771,9986
12771,11223
323676,1523
323676,2249
323676,9986
323676,11223
12506,1523
12506,2249
12506,9986
12506,11223
24071,1523
24071,2249
24071,9986
24071,11223
11249,1523
11249,2249
11249,9986
11249,11223
9667,1523
9667,2249
9667,9986
9667,11223
812,1523
812,2249
812,9986
812,11223
277216,1523
277216,2249
277216,9986
277216,11223
87,1523
87,2249
87,9986
87,11223
14444,1523
14444,2249
14444,9986
14444,11223
2043,1523
2043,2249
2043,9986
2043,11223
315664,1523
315664,2249
315664,9986
315664,11223
1428,1523
1428,2249
1428,9986
1428,11223
562,1523
562,2249
562,9986
562,11223
15373,1523
15373,2249
15373,9986
15373,11223
318846,1523
318846,2249
318846,9986
318846,11223
26320,1523
26320,2249
26320,9986
26320,11223
14292,1523
14292,2249
14292,9986
14292,11223
924,1523
924,2249
924,9986
924,11223
2018,1523
2018,2249
2018,9986
2018,11223
9428,1523
9428,2249
9428,9986
9428,11223
2832,1523
2832,2249
2832,9986
2832,11223
137093,1523
137093,2249
137093,9986
137093,11223
699,1523
699,2249
699,9986
699,11223
9778,1523
9778,2249
9778,9986
