director_id,director
65452,Mike Leigh
82101,Robert Hall
151092,Eric Eason
19969,Pat O'Connor
57405,Jeff Schaffer
1448551,Mina T. Son
66193,Chris Sanders
21506,George Sidney
1401542,Chris Lofing
66203,Moustapha Akkad
1108,Shane Black
223516,Benh Zeitlin
7908,Frank Oz
17397,Callie Khouri
97618,David DeCoteau
35689,Keenen Ivory Wayans
55789,Tate Taylor
73161,Frank Nissen
9855,Terence Young
7,Andrew Stanton
280,Terry Gilliam
54710,Jody Hill
16919,Olivier Dahan
53333,John Hillcoat
127936,Chris Stokes
151017,Stevan Mena
33349,Derick Martini
197,David Silverman
222098,Justin Molotnikov
1120694,Jennifer Lee
1577,Richard Kelly
96439,Nanette Burstein
58822,Danny Steinmann
58547,Niall Johnson
75035,Olivier Megaton
26875,Hideo Nakata
74396,Tomas Alfredson
94917,Mitchell Altieri
33485,Ron Underwood
190339,Ian Iqbal Rashid
92837,Jon Schroder
1053420,Josh Boone
42952,Michael Burke
82194,Neill Blomkamp
18069,Brian Gibson
19769,David Ayer
136153,Peter Atencio
33183,David Bowers
1395853,Mauricio De la Orta
16378,Mary Harron
879,Billy Bob Thornton
89467,Bob Giraldi
96745,Stephen Milburn Anderson
2239,Anthony Minghella
1027018,Jane Lipsitz
139135,Lena Dunham
33192,Joel Edgerton
107447,Michel O. Scott
70287,Will Finn
16589,Peter MacDonald
22669,Julien Temple
55587,Peter Stebbings
53068,Ryan Fleck
88506,Joel Paul Reisig
41041,Christopher Smith
19271,Anthony Russo
12881,Gary Goldman
150003,Graham Heid
27745,Robert C. Cooper
1517664,Natalie Bible'
2765,Nicholas Ray
144277,Fina Torres
82579,Kevin Tenney
12987,David Zucker
21404,Kurt Voss
67717,Michel Hazanavicius
51600,Clare Kilner
69237,Joe Berlinger
160942,Norman Wright
1096867,Thea Sharrock
57832,Daniel Lee
83281,Lenny Abrahamson
131856,Ashish R. Mohan
21371,Amy Holden Jones
1375378,David Ray
64227,Brandon Trost
108,Peter Jackson
86038,Josh Crook
957,Matthew Vaughn
10943,Francis Lawrence
120615,Tom Ford
59412,Michael Patrick Jann
86293,Robert M. Young
1343876,Sai Varadan
1354171,Henry Hobson
57604,Joel Gallen
67316,Masayuki Ochiai
6037,Colin Strause
58260,Martin Weisz
9778,Ice Cube
25210,Jeremy Leven
59521,Jaume Collet-Serra
62773,Anna Mastro
96676,Tomm Moore
74299,Pixote Hunt
1312905,Rohit Jugraj
223098,Will Canon
50942,Gregory Poirier
65678,John Lafia
78188,Whit Stillman
1179066,Wes Ball
86296,Jason Maurer
223,Alejandro González Iñárritu
1199049,Anthony Silverston
76624,Shane Carruth
968303,Javier Abad
7145,Michael Lehmann
323,Curtis Hanson
74971,Jem Cohen
32765,Tony Richardson
58251,Elaine May
6220,Gurinder Chadha
12905,Ash Brannon
36083,Kevin Allen
30458,Henry Bean
142276,Ariel Schulman
82221,Brendan Malloy
130530,Christian Sesma
78914,Noam Murro
21657,Vera Farmiga
56956,Michael Cohn
80013,Trevor Matthews
21692,Hironobu Sakaguchi
23968,Phil Alden Robinson
1378892,Jerry Dugan
133684,Tim Boxell
140354,Ulu Grosbard
583023,Frank LaLoggia
1162816,Deborah Anderson
11434,Wilfred Jackson
20133,Tod Williams
10395,Jon Poll
131870,Daryl Wein
56661,Jonathan Levine
113733,Britt Allcroft
588701,Des McAnuff
1045480,Meiert Avis
78012,François Girard
42175,Richard Stanley
54248,Christopher B. Landon
56714,Daisy von Scherler Mayer
1187357,James Kerwin
2523,Stuart Baird
1553042,Justin Dillon
62863,Jorma Taccone
58324,Jean-François Richet
18254,Simon Wincer
7623,Sam Raimi
56411,Glenn Ficarra
86662,David Sington
73833,Bo Zenga
66728,Jonathan Glazer
28902,Gregory Widen
1330499,Daniel Garcia
1560279,Neil Mcenery-West
6980,Émile Gaudreault
54644,Joel Zwick
1788,Nicholas Meyer
1577521,Manuel Marín
5065,David Frankel
52049,Jay Chandrasekhar
208113,Sarah Smith
2388,Jonathan Frakes
71082,Andrea Arnold
75882,S.R. Bindler
57113,Dan Gilroy
22423,Herb Freed
18378,Herbert Ross
123990,Reed Cowan
56717,Tom Vaughan
7395,Bobby Farrelly
25873,Jon Cassar
16395,Gregory Nava
61373,Cory Edwards
65734,Luke Greenfield
73499,Bruce McCulloch
19304,John Schlesinger
45459,Mike Cahill
72450,Bob Saget
930701,Marius Markevicius
940807,Jorge Ramírez Suárez
4759,David Kellogg
5602,David Lynch
60922,Josh Gordon
20192,Brian Taylor
2087,Richard Fleischer
225898,István Szabó
19000,Wayne Kramer
53767,Roger Vadim
70573,Paul Hunter
102634,Katt Shea
18357,Peter Hewitt
53069,Anna Boden
8193,Florian Henckel von Donnersmarck
10965,Chris Columbus
15858,Tim Hunter
154705,Chris Butler
942251,Rachel Perkins
17350,Kevin Macdonald
12453,Wong Kar-wai
8296,Christophe Gans
865,Michael Bay
4600,Joe Dante
25735,Christian Duguay
35796,Craig Mazin
61411,Mark Dindal
15358,Vic Armstrong
7396,Peter Farrelly
168349,Shane Dawson
1004172,Mora Stephens
113225,Alan Poul
65242,Jack Perez
1562421,Eric Bugbee
1410294,Stephen Greene
58189,Justin Lin
71527,Marco Schnabel
56953,Gene Quintano
12058,Vicky Jenson
228134,Rupert Sanders
58498,Dominic Sena
16785,Peter Webber
235820,Christopher Spencer
33054,Keith Gordon
108217,Jerry Rees
70738,Gary David Goldberg
880,Ben Affleck
1454564,Mario Miscione
2293,Frank Miller
1670361,Catherine Owens
930710,James Ponsoldt
54590,Steve Rash
1032536,Robert Stromberg
9956,Chris Marker
170820,Ben Falcone
114597,Julie Anne Robinson
116370,Matthew Diamond
57206,Sally Potter
12936,Jim Abrahams
61175,John Whitesell
57581,Neil Marshall
80602,Tyler Perry
20561,James Gray
1677569,Ken Roht
56146,Gaëtan Brizzi
56474,Shona Auerbach
82033,Jon Hess
17835,Ricky Gervais
141824,George Jackson
65548,Rick Friedberg
1271,Andy García
84931,Michael Cuesta
1193602,Gia Coppola
1393858,Stanton Barrett
5192,Marco Kreuzpaintner
1301700,Bruce Dellis
58729,Albert Magnoli
78023,Michael Herz
64195,Joseph Zito
71548,Peter Sollett
65630,Rob Letterman
17279,E. Elias Merhige
84851,Hoyt Yeatman
116805,Paul Feig
1085923,Dror Moreh
934,Russell Crowe
41549,Andrew Fleming
54827,Dave Meyers
1271492,Philip Zlotorynski
40508,James Cox
550858,Qasim Basir
24318,Richard Benjamin
101515,Robinson Devor
1144092,Matt Johnson
74569,Joby Harold
97942,Jonathan Teplitzky
15890,James Foley
22214,David Wain
3388,James L. Brooks
1310518,Colin Minihan
774,"Daniel Petrie, Jr."
736,Menno Meyjes
14838,James Bridges
41621,Tony Krantz
32983,Douglas McGrath
14999,George A. Romero
13284,Stanley Donen
11357,Bruce Campbell
20237,Beeban Kidron
15810,Ron Clements
92935,Don Kempf
194915,Robert Bennett
67834,Floyd Mutrux
1018728,Jorge Gaggero
1161761,Catherine Gund
125544,Tim Fywell
66514,Adam Jay Epstein
94108,Dennis Iliadis
87082,Jim Mickle
932088,Scott Speer
12632,Daniel Sackheim
145134,Jill Sprecher
1499089,Tom Sanchez
5877,Vincenzo Natali
7191,David Webb Peoples
101542,Ti West
168667,Jason Moore
35595,Scott Foley
876,Jonathan Hensleigh
557179,Ed Gass-Donnelly
65167,Scott Cooper
126910,Derrick Borte
109905,Lance Kawas
15148,Jon Amiel
50460,Michael Mayer
1035,Paul Schrader
95320,Rodrigo Cortés
65702,Kent Alterman
2662,Frank Capra
11430,Jim Handley
77003,Gavin O'Connor
126638,Mark Andrews
16484,Joey Lauren Adams
87081,Dave McKean
140086,Matt Cimber
1018699,Corey Grant
119417,Gavin Wiesen
1467662,Charlie Levi
41039,Judd Apatow
81476,Ariel Vromen
16328,Adam Brooks
66517,Andrew Jacobson
94222,David Pastor
54734,Evan Goldberg
30365,Michael Caton-Jones
2690,Peter Weir
5342,Mike Nichols
53176,John Gatins
7324,Pan Nalin
79434,Craig Zobel
9198,Vincent Ward
58514,Jim Sonzero
1504620,Giovanni Zelko
582918,Nick Murphy 
88077,Alex Zamm
35734,Aaron Seltzer
72960,Alejandro Monteverde
129941,Alan Shapiro
9339,Lilly Wachowski
145142,Ciaran Foy
66548,Paul Weiland
4955,Dario Argento
688807,H.M. Coakley
62872,Katja von Garnier
12028,John Moore
48583,Anne Fontaine
3045,P.J. Hogan
38023,Michael Patrick King
119819,Anurag Basu
7678,Hart Bochner
120246,Huck Botko
130938,Sergei Bodrov
86262,Michael Kang
52849,Louis C.K.
18864,Tom McGrath
109640,Doug Atchison
15812,Roger Allers
1291685,Taedong Park
66116,Mark Brown
105648,Nat Faxon
51984,Mimi Leder
113907,Ian Sharp
3191,Risa Bramon Garcia
140372,David Palmer
40243,Gil Junger
31074,Kinji Fukasaku
1188585,Kevin King
18844,John Madden
145304,Udayan Prasad
54781,Allison Burnett
222470,Todd Strauss-Schulson
134156,Sam Miller
9158,Sharon Maguire
29605,Mikael Håfström
17597,Juan Carlos Fresnadillo
74298,Francis Glebas
6449,Warren Beatty
23532,Jason Bateman
4782,Michael Crichton
4385,Sergio Leone
190,Clint Eastwood
6818,Werner Herzog
1058257,Emily Dell
2675,Darren Lynn Bousman
67753,Mark L. Lester
1184745,Joe Marino
59646,Kinka Usher
17403,Mike Judge
15337,John Polson
57865,Álex de la Iglesia
51996,Brian Klugman
74058,Charles Ferguson
158480,Dan Zukovic
56173,Mike Marvin
5834,Robert Stevenson
71901,Douglas Aarniokoski
158835,Sharron Miller
81328,Andrew Traucki
4453,Thomas Vinterberg
57646,Henry Selick
115627,Kevin Hamedani
4429,Jim Jarmusch
57134,James Wong
1302082,David F. Sandberg
114396,John Reinhardt
16294,Jonathan Demme
18356,Stephen Herek
161932,Jim Rash
6159,Ron Howard
59413,Ben Garant
96166,John Curran
102627,Steve Carver
819,Edward Norton
1023720,Johnny Remo
20030,Jacques Perrin
12080,Conrad Vernon
9048,Clark Gregg
86270,Joseph Kosinski
19272,Joe Russo
34740,Edmund Goulding
98521,Floria Sigismondi
1425142,Matt Jackson
86439,Norton Virgien
13426,Peter Segal
65855,Ralph Zondag
58164,Annabel Jankel
2128,Leigh Whannell
84981,Brian Trenchard-Smith
55265,Jonathan Silverman
71418,Demian Lichtenstein
11435,Howard Hawks
161858,David Raynr
492,Janusz Kamiński
10586,Richard Lester
64139,Joshua Michael Stern
66222,James Fargo
12989,Andrew Davis
56059,Patrick Read Johnson
7087,Brad Bird
29226,Julian Jarrold
74655,Jeremy Saulnier
47005,Alan Taylor
1176,Lone Scherfig
114596,Jake Goldberger
204325,Jay Alaimo
33341,Rick Rosenthal
58036,Kirk Wong
6198,Vondie Curtis-Hall
76009,Arie Posin
66121,"George Tillman, Jr."
12833,Edward Burns
77076,Michael Corrente
90492,Lynn Shelton
568822,Mary Pat Kelly
95024,Bobcat Goldthwait
51298,Dax Shepard
21370,Roger Donaldson
95550,Avi Nesher
5501,Gary Fleder
64856,Michael Jai White
93911,Terence Davies
21475,John Putch
3964,Patrick Tatopoulos
1139506,Florence Ayisi
5133,Bo Welch
20019,Lee Daniels
31493,Alex Cox
1288796,Gerard Johnstone
5575,Akiva Goldsman
18533,Errol Morris
1082114,Timothy Bjorklund
71329,Jonas Åkerlund
29524,Rand Ravich
78029,Martin Lawrence
928490,Camille Delamarre
1272994,Jonathan van Tulleken
146884,Sandra Fierlinger
57521,Steve Beck
1744,Robert Wise
3146,Billy Wilder
139098,Derek Cianfrance
93916,Regardt van den Bergh
123991,Steven Greenstreet
11057,Robert Towne
302339,Lance Rivera
10601,Joseph L. Mankiewicz
45405,Jay Duplass
1253596,Simon Napier-Bell
47506,Drew Goddard
29922,Marcus Nispel
97579,Guy Maddin
52856,Hunter Richards
109695,Jeffrey W. Byrd
144221,Brad Furman
94155,Stefan Schwartz
18342,Todd Graff
76418,Stuart Gillard
93905,Allan Dwan
7130,Scott Alexander
12648,Bob Dolman
10051,Tobe Hooper
937340,Harold Cronk
1748,William Shatner
933739,Zal Batmanglij
56506,William Dear
1102620,Christopher Bessette
1206,Jason Alexander
80671,John Sanford
131455,Valerie Red-Horse
15175,William Friedkin
30711,Kenneth Lonergan
2380,David Carson
94011,Bill Melendez
13265,Franklin J. Schaffner
227936,Benedek Fliegauf
56349,Victor Salva
1040955,Valeri Milev
95723,Richard Wallace
9181,Edward Zwick
2226,Sydney Pollack
86295,Marc F. Adler
93288,Sarah Gavron
3417,Tony Goldwyn
36804,Peter Chelsom
11432,T. Hee
240740,Daniel Junge
544748,Caryn Waechter
145605,Harry Beaumont
14172,Michael McCullers
13776,John Frankenheimer
114646,Jesse Vaughan
55439,Patricia Rozema
51445,Eric Valette
11401,John Woo
115585,Richard Boddington
37948,Brad Anderson
66496,Adrienne Shelly
33036,Roland Suso Richter
78298,Mike Nawrocki
60243,Rob Schmidt
71551,Lorene Scafaria
2945,Stephen Gaghan
554946,William Sachs
107274,Richard Rich
98103,Richard Ayoade
82286,Marc Levin
1291408,Matthew Watts
1158417,Victor Teran
133790,Michael D. Olmos
893,Tony Scott
91252,Alex Rivera
929825,Ava DuVernay
31120,Robert Adetuyi
10765,Andrzej Bartkowiak
55476,Nicholas Hytner
12891,Joss Whedon
229182,Andrew Leman
12095,Cody Cameron
7791,Peter Howitt
12079,Kelly Asbury
1387618,John Stephenson
439236,Zackary Adler
85242,Kevin Jordan
20824,Perry Andelin Blake
1241,John Turturro
2199,Scott Frank
50719,Rodman Flender
8500,John Ford
59210,Patrick Stettner
80924,Björn Stein
72427,Alan Rudolph
1201090,Sherman Alexie
217174,Paul Tibbitt
34110,Oren Moverman
17608,Rowan Joffe
110618,Cyrus Nowrasteh
559968,Leslie Small
67367,Rian Johnson
1115066,Molly Bernstein
73112,John Simpson
80307,Andy Cadiff
60099,Gideon Raff
16483,Sylvester Stallone
550681,Nick Tomnay
1043404,Michael Roemer
71339,Rick Bieber
115226,Eric Mendelsohn
1211000,Tom Gormican
1184351,Georgia Hilton
568322,Dan Trachtenberg
126763,Vivek Agnihotri
68573,Walt Becker
39,Sam Mendes
1046494,Kris Pearn
33316,David Nutter
18500,Phil Joanou
36602,Peter Berg
1867383,Rohit Jagessar
55299,Mark Herman
1224,Ethan Coen
1216735,Paul Abascal
1288774,Cary Bell
31621,Jeff Burr
35694,Jason Friedberg
1214860,Linda Mendoza
27846,John Herzfeld
7213,Jonathan Mostow
2679,David Hackl
64796,Tom Holland
228643,Morgan Neville
56106,Charles Shyer
3224,Stephen Frears
78481,Hans Canosa
57270,Robert Schwentke
47640,Clark Johnson
1141683,Theodore Melfi
65677,Don Mancini
45996,Ryûhei Kitamura
87191,Billy Kent
54967,Sam Weisman
11448,Allen Hughes
59841,Matt Walsh
5010,Todd Field
2691,Tom Schulman
94831,Maggie Greenwald
219961,Kim Farrant
72024,Malcolm D. Lee
1284099,Gillian Robespierre
240,Stanley Kubrick
64909,Jean-Marie Poiré
1321304,Patrick Ryan Sims
2150,Kevin Greutert
107039,Sacha Bennett
133183,Robert Lee King
9281,Elizabeth Banks
4109,Michael Curtiz
95818,Eric Blakeney
53935,Dito Montiel
15056,Michael Gornick
1081445,Brandon Cronenberg
582527,Eric England
57594,John Cornell
15892,Dan Fogelman
26481,Anand Tucker
11809,Rupert Wainwright
40345,Don Bluth
101518,Kevin Tancharoen
64061,Fred Schepisi
44848,Angelo Pizzo
233519,James David Pasternak
81853,Shigeyasu Yamauchi
7881,Jill Culton
1205756,Patrick Gilmore
63820,Christian Ditter
9200,John McNaughton
565297,Jeff Newitt
11558,Eugène Lourié
1283831,Antonio Simoncini
7187,Richard Donner
9248,Nora Ephron
11012,Michael Dougherty
52842,Garth Jennings
57633,Rawson Marshall Thurber
152249,Jim O'Hanlon
88837,Larry Blamire
6361,Nick Hamm
111944,Bobby Roth
96222,Laurie Collyer
52845,Karey Kirkpatrick
51795,Tom Elkins
71068,Phyllida Lloyd
587800,Todd Lincoln 
39996,Sidney Lumet
165787,Rich Moore
141169,Sngmoo Lee
63550,Tom McLoughlin
54584,Jesse Dylan
80006,Jon Knautz
1174438,Ian Gamazon
95458,Gary Hardwick
1265056,Jorge R. Gutierrez
716,Emile Ardolino
6593,John Huston
27977,Leos Carax
4489,Steve Oedekerk
52701,Fergal Reilly
646785,Kim Nguyen
48498,Mickey Liddell
16957,Fenton Bailey
4910,Michael Clancy
488,Steven Spielberg
16745,Melville Shavelson
558540,Mike Bruce
6111,Mike Figgis
74924,Mabrouk El Mechri
1236679,Jonathan M. Goldstein
69579,James Isaac
1324172,Jeremy Degruson
42994,David Dobkin
82511,Will Gluck
2778,Dennis Hopper
70076,Russell Friedenberg
288712,Kurt Hale
88323,Pat Holden
84834,Trevor Moore
25453,Stefen Fangmeier
34849,Ted Demme
15774,Chris Buck
23799,Uwe Boll
65190,Philip G. Atwell
3111,Alexandre Rockwell
10995,David Hayter
230157,Dominic Burns
109692,David E. Talbert
4590,Russ Meyer
13563,Norman Jewison
66739,Jonathan Liebesman
73668,James Melkonian
65629,Bibo Bergeron
557818,Jonathan Kesselman
105363,Kate Connor
74339,Dave Willis
44179,Bruce Hunt
1098,Mark Helfrich
47974,Bob Spiers
82641,Paul Fox
57742,John Stevenson
58552,Burr Steers
107168,Stephen Kijak
21053,John Dahl
168798,Josh Schwartz
1270,Charles Martin Smith
120515,Theodore Witcher
930628,Lori Silverbush
15219,Marc Abraham
2352,Jean-Jacques Annaud
1174437,Neill Dela Llana
54040,John Lee Hancock
226089,Scott Moore
57154,Lance Hool
142587,Greg Tiernan
631226,Arjun Sablok
132856,Tim Heidecker
193390,Jon Matthews
60621,Jeff Franklin
5892,David Hewlett
1555903,Étienne Faure
1708905,Pece Dingo
37630,Shekhar Kapur
4586,Pitof
15361,Josef Rusnak
46802,George Ratliff
1263110,Travis Legge
30870,Dave Payne
8,Lee Unkrich
664,Frank Marshall
45052,Anton Corbijn
124748,Chris Renaud
1434676,Terron R. Parsons
45572,Ruggero Deodato
124783,Perry Lang
131668,Nathan Frankowski
94471,Jon Gunn
76245,Adam Carolla
97966,John 'Bud' Cardos
12786,Simon West
17812,Gregory Hoblit
70890,Adam Green
13079,Gavin Hood
19346,Niels Arden Oplev
15780,Dan St. Pierre
13615,Harry Elfont
107630,William Phillips
77121,Randall Miller
129716,Julio DePietro
17883,David O. Russell
17087,Michael Moore
33433,Scott Hicks
587519,Paolo Monico
578,Ridley Scott
303056,Craig Johnson
1409418,Tuck Tucker
1318092,Paul J. Lombardi
12708,Peter Billingsley
91389,Mars Callahan
140151,William Bindley
15521,Ernest R. Dickerson
125044,Babar Ahmed
61087,Mennan Yapo
210562,Catherine Jelski
57692,Neal Brennan
1134201,Edward Hall
24173,Mike Binder
133259,Arthur Hiller
64194,Paweł Pawlikowski
4723,Brian Helgeland
17698,Nancy Meyers
21217,Jonathan Lynn
66563,Fred Wolf
41887,Michael Polish
3451,Mel Stuart
1404799,Vicky Jewson
9108,Don Taylor
44113,Steve Hickner
18596,Taylor Hackford
12640,David Duchovny
474199,Alex Ranarivelo
52094,Jerry Jameson
34481,Matt Williams
938682,Patrik Forsberg
1232592,Chris Eyre
95687,Robert Kenner
33094,Gary Sherman
57030,Gregor Jordan
366,James Mangold
57138,Tony Bill
930212,Jon Erwin 
31119,Sylvain White
55421,Betsy Chasse
121473,Jamal Hill
64754,Andrew Currie
5690,James Algar
1085904,Ramaa Mosley
1491995,Rick de Oliveira
1088096,James Nunn
21807,Billy Ray
71555,Andrew Wilson
1208166,Brian Dorton
69696,Daniel Algrant
1024216,Boris Rodriguez
17439,Mike Mills
11091,Brett Ratner
8482,Robert Mulligan
15002,Dean Parisot
15868,Uli Edel
42171,Jonathan Kaplan
13524,Christopher Guest
15531,Ossie Davis
16214,Mario Van Peebles
65133,Marcus Raboy
1498767,Khalil Sullins
1454563,Aaron Hann
59,Luc Besson
74619,Sean Anders
1152981,Graham Annable
116330,Patrick Creadon
67767,Hal Needham
1110102,Michael Tiddes
12524,Chris Carter
58453,Peter Faiman
1027738,Donovan Cook
146883,Paul Fierlinger
67910,David Atkins
1174031,George T. Miller
232190,U. Roberto Romano
52112,Steve Carr
22100,Hugh Johnson
6733,Dan Mazer
63713,Martha Coolidge
55116,Joe Chappelle
239571,Carl Rinsch
66605,Todd Solondz
155267,Christopher Miller
76927,Tommy Wirkola
686,Willard Huyck
468,Stephen Daldry
86203,Bart Freundlich
10099,Park Chan-wook
60045,Eric Bross
134129,Benny Boom
12099,Raman Hui
13581,Brian Levant
17268,Ronny Yu
35453,Pierre Morel
6720,Joan Chen
56502,Peter Spierig
3290,Peter Hedges
54525,Jaume Balagueró
1385666,Rita Merson
88967,Greg Berlanti
19006,Rachel Grady
21246,Corbin Bernsen
16863,Todd Haynes
1182832,Anthony Powell
130816,Jesse Peretz
32813,Dominique Othenin-Girard
116653,Lance Mungia
27005,Don Michael Paul
230059,Matty Rich
132812,Jonathan Parker
98541,Michael Hoffman Jr.
12890,Pete Docter
9049,Victor Fleming
55499,Scott Derrickson
9915,Guy Hamilton
85675,Rajkumar Hirani
56591,Danny Leiner
49555,Petter Næss
1108711,John Laing
101666,Paul King
58137,Chris Noonan
2917,James Whale
62721,Andrew Douglas
131388,Bradley Rust Gray
137427,Denis Villeneuve
99240,Stephen Langford
2209,Jan de Bont
71871,Sergei Bodrov Jr.
20193,Mark Neveldine
76998,James Marsh
40220,Kevin Brodie
16958,Randy Barbato
66880,Thorbjørn Christoffersen
61847,Ethan Maniquis
971918,Tyler Oliver
47201,Emily Young
1514634,Darren Press
2876,Matt Dillon
5953,Spike Jonze
6482,John Singleton
4037,Ron Shelton
57434,Amy Heckerling
12964,Michael Ritchie
66604,Joe Charbanic
93047,Joshua Seftel
78997,Leon Ichaso
564082,Francesca Gregorini
53177,Brian Robbins
1156260,Brad J. Silverman
566314,Brian Caunter
50767,Craig Gillespie
5655,Wes Anderson
1523137,Robert Fontaine
90812,Scott Mann
13848,Charlie Chaplin
65314,Giuseppe Tornatore
44114,Simon J. Smith
72205,Shari Springer Berman
65856,Eric Leighton
52968,Russell Mulcahy
110873,Igor Kovalyov
41670,Rebecca Miller
77965,Morten Tyldum
1009255,Jason Trost
93022,Sol Tryon
19274,Seth Rogen
18308,Steve Barron
4027,Frank Darabont
24757,Sylvio Tabet
8876,Randal Kleiser
228177,William Kaufman
14597,Gaspar Noé
33541,Mark Christopher
77123,Gonzalo López-Gallego
17114,John Cameron Mitchell
86164,Mitch Davis
16853,Jessie Nelson
556172,J.C. Chandor
138857,Jacques Cluzaud
68574,Brad Copeland
11472,Irwin Winkler
16959,Jonathan Dayton
87178,Michael O. Sajbel
60149,Nicholaus Goossen
71797,Alex Gibney
23393,Barbet Schroeder
90508,Ruairi Robinson
2291,Paul McGuigan
3131,Antonio Banderas
28239,David Twohy
9033,Christopher McQuarrie
5306,Lasse Hallström
31093,Yvette Kaplan
83467,William A. Graham
118463,Peter DeLuise
6201,Baz Luhrmann
41550,Andrew Bergman
84451,Leon Ford
62020,Jack Sholder
16513,John G. Avildsen
956,Guy Ritchie
1027017,Dan Cutforth
17281,Mike Hodges
83730,Jonathan English
74063,Daniel Taplitz
70520,Shane Meadows
19244,Michael Winner
16860,Miranda July
64151,Mike Mitchell
77269,John Crowley
551463,Mike Flanagan
53599,Andrew Morahan
42712,Tony Giglio
21278,Alan Alda
7270,Adrian Lyne
932993,Jamaa Fanaka
26713,Chuck Russell
7832,Oliver Hirschbiegel
12698,Bob Clark
130837,Stewart Hendler
11916,Liv Ullmann
53925,Jared Hess
143059,Patrick Hughes
87183,Mark Young
62541,Brandon Camp
30165,Mark Sandrich
510,Tim Burton
229962,Mike Thurmeier
137475,Richard J. Lewis
21958,Mark Rydell
108072,Ruba Nadda
70651,Stephen Hillenburg
585272,Adam Rapp
18281,Donald Petrie
58403,Glen Morgan
11694,Doug Liman
77300,Michael Schultz
1164825,Gene Teigland
34891,Mike Johnson
42617,Antonia Bird
11447,Albert Hughes
1011,Susanne Bier
1366270,Wade Gasque
110427,Kriv Stenders
14911,Penny Marshall
51023,Marcus Dunstan
87130,Mark A.Z. Dippé
130687,Erik White
1110343,Lauren Lazin
56789,Thomas Bezucha
81727,Darnell Martin
131521,Spencer Susser
35005,Jeremy Brock
1398500,Tadeo Garcia
769,Martin Brest
65298,Brian Henson
144430,Paul Donovan
69371,Jean-Marc Vallée
90575,Daniel Schechter
76705,Preston A. Whitmore II
1150,Brian De Palma
12523,Rob Bowman
57997,Malcolm Goodwin
19228,Jim Fall
1038,Jodie Foster
45407,Mark Duplass
133502,Simon Curtis
56383,Kelly Reichardt
63943,Rowdy Herrington
5917,Ernie Barbarash
21394,Gerry Lively
40307,John Maybury
4956,Bernardo Bertolucci
16187,Jeannot Szwarc
129718,Shana Feste
107725,Harmage Singh Kalirai
68844,Hayden Schlossberg
28898,Michael Radford
2636,Alfred Hitchcock
641437,Alex Smith
101767,Robert Butler
55075,Jeff Wadlow
14520,John Sturges
145045,Robert Heath
7671,Jeb Stuart
76595,Byron Howard
21673,Ericson Core
18250,Jon Avnet
71947,Gina Prince-Bythewood
232937,Cheryl Dunye
1044250,Panos Cosmatos
545261,Cassandra Nicolaou
504,Tim Robbins
21981,Harald Zwart
57777,Darin Scott
20629,George Miller
121830,Nathan Greno
26714,John R. Leonetti
1,George Lucas
19499,Kevin Munroe
40541,Andrea Di Stefano
99710,Vidhu Vinod Chopra
59023,Stewart Raffill
137392,Nickolas Perry
57055,Mitchell Lichtenstein
26767,Ringo Lam
586002,Andrew Haigh
51917,Larry Clark
21305,Lloyd Bacon
150347,John Dower
12238,David Lean
109026,Piyush Dinker Pandya
7018,Richard Curtis
26648,Luis Llosa
34692,Craig Bolotin
19840,Alejandro Amenábar
141825,Rusty Cundieff
11431,Ford Beebe
7879,John Lasseter
4014,Paul W.S. Anderson
60496,James Gartner
21678,Olivier Assayas
130858,Danny Perez
1223,Joel Coen
97026,John Luessenhop
113682,Christopher Hutson
19142,Kenneth Johnson
120245,Daniel Stamm
37710,Peter Hyams
991853,David Rodriguez
1071,Tom Tykwer
18320,Bronwen Hughes
17633,Rob Marshall
58897,Sam Fell
62048,Kirk Wise
62556,Fred Walton
648,Philip Kaufman
997560,Brett Winn
29214,Anne Fletcher
121873,Debra Granik
77911,Deb Hagan
81718,Mamoru Hosoda
638,Michael Mann
72624,John Duigan
61372,Tony Leech
23213,Harold Becker
69801,Alan Metter
74600,Joshua Tickell
1201,Garry Marshall
77162,Rodrigo García
57741,Mark Osborne
