movie_id,actor_id
13475,8783.0
13475,21089.0
557,2219.0
557,5293.0
557,205.0
557,17051.0
557,19153.0
82702,449.0
82702,17276.0
82702,41091.0
82702,21007.0
82702,112.0
205584,1017347.0
205584,12795.0
205584,17276.0
205584,1278500.0
205584,78147.0
10048,6164.0
10048,10860.0
10048,134.0
10048,9880.0
10048,12206.0
13183,50463.0
13183,8289.0
13183,17832.0
13183,47296.0
13183,17178.0
944,2461.0
944,2047.0
944,4517.0
944,14343.0
944,1336.0
1927,8783.0
1927,6161.0
1927,16431.0
1927,6164.0
1927,1733.0
72559,18918.0
72559,51976.0
72559,88995.0
72559,62.0
72559,11007.0
7364,10297.0
7364,955.0
7364,18324.0
7364,3905.0
7364,1120.0
2114,55636.0
2114,21702.0
2114,7447.0
2114,10182.0
2114,884.0
1771,16828.0
1771,1331.0
1771,2176.0
1771,39459.0
1771,60898.0
36643,517.0
36643,1957.0
36643,18023.0
36643,9205.0
36643,1923.0
8619,934.0
8619,6162.0
8619,19655.0
8619,1329.0
8619,79505.0
50620,37917.0
50620,11288.0
50620,84214.0
50620,56857.0
50620,53755.0
65759,109.0
65759,2157.0
65759,77271.0
65759,15274.0
65759,59783.0
1724,819.0
1724,882.0
1724,3129.0
1724,227.0
1724,1462.0
267935,1425420.0
267935,40900.0
267935,15556.0
267935,55936.0
267935,19278.0
281957,6193.0
281957,2524.0
281957,93491.0
281957,93210.0
281957,220448.0
77950,10859.0
77950,13242.0
77950,454.0
77950,2231.0
77950,40481.0
44896,85.0
44896,52848.0
44896,13726.0
44896,2440.0
44896,658.0
270946,18864.0
270946,12098.0
270946,12097.0
270946,12080.0
270946,6949.0
2503,1892.0
2503,12041.0
2503,11064.0
2503,349.0
2503,14887.0
9502,70851.0
9502,4483.0
9502,11701.0
9502,18897.0
9502,140.0
102899,22226.0
102899,3392.0
102899,19034.0
102899,74541.0
102899,21127.0
101299,72129.0
101299,27972.0
101299,96066.0
101299,57755.0
101299,9281.0
228161,5374.0
228161,131519.0
228161,67773.0
228161,16866.0
228161,191202.0
74,500.0
74,501.0
74,502.0
74,503.0
74,504.0
8961,78029.0
8961,2888.0
8961,31384.0
8961,17773.0
8961,53.0
417859,3131.0
417859,3136.0
417859,58225.0
417859,879.0
417859,12110.0
27576,11701.0
27576,23626.0
27576,5294.0
27576,7107.0
27576,6091.0
86834,934.0
86834,6161.0
86834,10990.0
86834,33235.0
86834,4173.0
17578,478.0
17578,1333.0
17578,8784.0
17578,11109.0
17578,11108.0
673,10980.0
673,10989.0
673,10990.0
673,64.0
673,11207.0
6972,2227.0
6972,6968.0
6972,33449.0
6972,1371.0
6972,29092.0
82700,120724.0
82700,2888.0
82700,2598.0
82700,37153.0
82700,12797.0
10567,61962.0
10567,1981.0
10567,15531.0
10567,7133.0
10567,17265.0
181533,7399.0
181533,17838.0
181533,221581.0
181533,2157.0
181533,887.0
38055,23659.0
38055,287.0
38055,56323.0
38055,21007.0
38055,212.0
671,10980.0
671,10989.0
671,10990.0
671,194.0
671,10993.0
49524,1229.0
49524,10859.0
49524,4724.0
49524,121953.0
49524,18248.0
22,85.0
22,118.0
22,114.0
22,116.0
22,1709.0
131631,72129.0
131631,27972.0
131631,96066.0
131631,57755.0
131631,55636.0
591,31.0
591,2405.0
591,1327.0
591,6162.0
591,1003.0
172385,44735.0
172385,1813.0
172385,41087.0
172385,134.0
172385,1271.0
36658,2387.0
36658,6968.0
36658,1327.0
36658,4587.0
36658,10696.0
51497,12835.0
51497,8167.0
51497,22123.0
51497,8169.0
51497,8171.0
58574,3223.0
58574,9642.0
58574,15440.0
58574,87722.0
58574,17521.0
18823,65731.0
18823,3896.0
18823,5469.0
18823,59620.0
18823,973.0
861,1100.0
861,4430.0
861,10768.0
861,780.0
861,11086.0
1911,3131.0
1911,19898.0
1911,19899.0
1911,19900.0
1911,19901.0
49040,17604.0
49040,3293.0
49040,819.0
49040,349.0
49040,825.0
415,1461.0
415,5577.0
415,1100.0
415,139.0
415,5588.0
8871,206.0
8871,20480.0
8871,4175.0
8871,11870.0
8871,58549.0
435,6065.0
435,131.0
435,4730.0
435,6066.0
435,6067.0
955,500.0
955,15336.0
955,9030.0
955,10182.0
955,12206.0
2133,1461.0
2133,13240.0
2133,2882.0
2133,4764.0
2133,886.0
1979,65524.0
1979,56731.0
1979,16828.0
1979,19654.0
1979,20402.0
87827,933160.0
87827,76793.0
87827,935504.0
87827,1133846.0
87827,227849.0
1250,2963.0
1250,8170.0
1250,8210.0
1250,10825.0
1250,16431.0
324668,1892.0
324668,227454.0
324668,2176.0
324668,1925.0
324668,12041.0
9471,6941.0
9471,69597.0
9471,140.0
9471,1897.0
9471,418.0
70981,87722.0
70981,17288.0
70981,529.0
70981,17605.0
70981,130253.0
10996,521.0
10996,16935.0
10996,41419.0
10996,67778.0
10996,122552.0
68724,1892.0
68724,1038.0
68724,82191.0
68724,8602.0
68724,8688.0
2789,12835.0
2789,9030.0
2789,1372.0
2789,10132.0
2789,3900.0
97020,92404.0
97020,64.0
97020,2232.0
97020,37260.0
97020,17183.0
7459,46593.0
7459,6886.0
7459,28657.0
7459,4038.0
7459,53368.0
42888,368.0
42888,22226.0
42888,887.0
42888,514.0
42888,17696.0
37834,500.0
37834,6941.0
37834,133.0
37834,19492.0
37834,31384.0
75612,500.0
75612,192.0
75612,18182.0
75612,127558.0
75612,12795.0
1895,3061.0
1895,524.0
1895,17244.0
1895,27762.0
1895,2231.0
1894,3061.0
1894,524.0
1894,17244.0
1894,27762.0
1894,2231.0
585,1230.0
585,7904.0
585,7905.0
585,884.0
585,5563.0
76170,6968.0
76170,9195.0
76170,10696.0
76170,10884.0
76170,1156024.0
1893,3896.0
1893,3061.0
1893,524.0
1893,33196.0
1893,27762.0
49519,2963.0
49519,54693.0
49519,10859.0
49519,2229.0
49519,9599.0
2395,24891.0
2395,16927.0
2395,24893.0
2395,24895.0
2395,24896.0
12100,2963.0
12100,33527.0
12100,53.0
12100,11315.0
12100,103.0
290595,74568.0
290595,6885.0
290595,5081.0
290595,83002.0
290595,11109.0
98566,19537.0
98566,21200.0
98566,886.0
98566,64295.0
98566,80352.0
49047,18277.0
49047,1461.0
49047,228.0
49047,1223440.0
49047,58587.0
9619,517.0
9619,2713.0
9619,58727.0
9619,108939.0
9619,1219410.0
308531,19537.0
308531,76110.0
308531,21200.0
308531,350.0
308531,1163622.0
166424,996701.0
166424,51072.0
166424,135651.0
166424,478.0
166424,20286.0
1593,7399.0
1593,17834.0
1593,17832.0
1593,2157.0
1593,61303.0
254128,18918.0
254128,109513.0
254128,17832.0
254128,65524.0
254128,128645.0
714,517.0
714,378.0
714,1620.0
714,10742.0
714,10743.0
2024,2461.0
2024,1810.0
2024,20810.0
2024,11355.0
2024,10698.0
163,1461.0
163,287.0
163,1922.0
163,1204.0
163,1271.0
787,11701.0
787,287.0
787,4937.0
787,11702.0
787,11703.0
262500,94185.0
262500,587020.0
262500,204.0
262500,1159982.0
262500,996701.0
2567,6193.0
2567,112.0
2567,3967.0
2567,4764.0
2567,7447.0
38745,70851.0
38745,2956.0
38745,5081.0
38745,41088.0
38745,40477.0
40805,19274.0
40805,17380.0
40805,27319.0
40805,6941.0
40805,820.0
53182,38664.0
53182,10912.0
53182,17286.0
53182,208296.0
53182,1371.0
41513,5587.0
41513,41686.0
41513,34195.0
41513,63522.0
41513,1218645.0
13700,46393.0
13700,5309.0
13700,7906.0
13700,884.0
13700,27237.0
262504,94185.0
262504,587020.0
262504,37153.0
262504,996701.0
262504,3489.0
39254,6968.0
39254,234479.0
39254,19034.0
39254,53650.0
39254,79072.0
77931,5587.0
77931,41686.0
77931,2039.0
77931,34195.0
77931,13593.0
1639,18277.0
1639,12261.0
1639,5293.0
1639,7242.0
1639,15105.0
80274,77996.0
80274,3.0
80274,130640.0
80274,17140.0
80274,2282.0
1571,62.0
1571,15033.0
1571,18082.0
1571,7248.0
1571,21045.0
120,109.0
120,1327.0
120,112.0
120,114.0
120,48.0
10204,18897.0
10204,4581.0
10204,17522.0
10204,64160.0
10204,388.0
8489,2888.0
8489,134.0
8489,10127.0
8489,16214.0
8489,21399.0
10588,12073.0
10588,501.0
10588,35654.0
10588,11164.0
10588,7447.0
2048,2888.0
2048,18354.0
2048,21088.0
2048,2505.0
2048,21089.0
1495,114.0
1495,10912.0
1495,16940.0
1495,20982.0
1495,2039.0
10137,521.0
10137,16935.0
10137,41419.0
10137,67778.0
10137,78729.0
10198,15563.0
10198,66252.0
10198,65827.0
10198,110884.0
10198,110885.0
286217,1892.0
286217,83002.0
286217,41091.0
286217,8447.0
286217,454.0
1635,3061.0
1635,1245.0
1635,938.0
1635,48.0
1635,884.0
24113,6449.0
24113,3092.0
24113,18892.0
24113,52865.0
24113,1533.0
9679,2963.0
9679,11701.0
9679,1771.0
9679,18792.0
9679,883.0
98,934.0
98,73421.0
98,935.0
98,936.0
98,194.0
180,500.0
180,72466.0
180,2206.0
180,2201.0
180,2207.0
672,10980.0
672,10989.0
672,10990.0
672,194.0
672,4566.0
36557,8784.0
36557,10912.0
36557,1019.0
36557,5309.0
36557,2954.0
869,13240.0
869,3129.0
869,1283.0
869,61981.0
869,10823.0
280,1100.0
280,2713.0
280,418.0
280,820.0
280,75027.0
11322,3894.0
11322,85.0
11322,1771.0
11322,8289.0
11322,8293.0
4982,5292.0
4982,934.0
4982,5294.0
4982,16851.0
4982,40376.0
36955,1100.0
36955,8944.0
36955,74036.0
36955,2053.0
36955,13445.0
18487,5292.0
18487,8891.0
18487,40481.0
18487,84318.0
18487,1241.0
39451,380.0
39451,7399.0
39451,887.0
39451,4483.0
39451,10400.0
27581,23659.0
27581,13240.0
27581,8170.0
27581,2231.0
27581,18918.0
9268,1100.0
9268,3085.0
9268,27011.0
9268,5563.0
9268,7866.0
68718,134.0
68718,27319.0
68718,6193.0
68718,11703.0
68718,2231.0
10545,3999.0
10545,3416.0
10545,65598.0
10545,8945.0
10545,72250.0
11688,60950.0
11688,1230.0
11688,70243.0
11688,9657.0
11688,61980.0
76163,16483.0
76163,976.0
76163,16644.0
76163,62.0
76163,1100.0
2059,2963.0
2059,9824.0
2059,21180.0
2059,48.0
2059,10127.0
2486,25438.0
2486,16940.0
2486,7055.0
2486,18023.0
2486,938.0
16523,80576.0
16523,2229.0
16523,54470.0
16523,4691.0
16523,11514.0
116711,27972.0
116711,71070.0
116711,72466.0
116711,58224.0
116711,86626.0
37710,85.0
37710,11701.0
37710,6162.0
37710,10669.0
37710,782.0
9946,1100.0
9946,5168.0
9946,7166.0
9946,17346.0
9946,30485.0
1372,6193.0
1372,938.0
1372,6161.0
1372,16742.0
1372,16743.0
106646,6193.0
106646,21007.0
106646,234352.0
106646,3497.0
106646,3026.0
414,5576.0
414,2176.0
414,206.0
414,2227.0
414,5577.0
563,27763.0
563,2133.0
563,9205.0
563,28410.0
563,41686.0
83542,31.0
83542,4587.0
83542,388.0
83542,1331.0
83542,38941.0
41216,15577.0
41216,37260.0
41216,33449.0
41216,33192.0
41216,28745.0
314,4587.0
314,4589.0
314,4430.0
314,2192.0
314,4432.0
184315,18918.0
184315,6972.0
184315,5049.0
184315,17328.0
184315,76547.0
9016,24045.0
9016,56618.0
9016,11076.0
9016,7056.0
9016,7486.0
18162,23659.0
18162,58016.0
18162,62862.0
18162,62863.0
18162,141525.0
138103,16483.0
138103,976.0
138103,3.0
138103,1100.0
138103,2461.0
257088,25616.0
257088,972356.0
257088,20374.0
257088,18792.0
257088,5538.0
10214,6213.0
10214,10697.0
10214,54826.0
10214,53493.0
10214,3214.0
205775,74568.0
205775,239996.0
205775,2037.0
205775,2039.0
205775,17064.0
11692,776.0
11692,1811.0
11692,5916.0
11692,532.0
11692,12217.0
22972,1892.0
22972,17141.0
22972,2039.0
22972,39388.0
22972,11355.0
227973,1393177.0
227973,94011.0
227973,1393179.0
227973,1393178.0
227973,1393180.0
29193,67773.0
29193,55152.0
29193,856.0
29193,27267.0
29193,10743.0
1734,18269.0
1734,3293.0
1734,10727.0
1734,16743.0
1734,18041.0
3131,6193.0
3131,11856.0
3131,6941.0
3131,3896.0
3131,2039.0
76758,3894.0
76758,1006864.0
76758,1031246.0
76758,126851.0
76758,550626.0
9408,10959.0
9408,1229.0
9408,11664.0
9408,53926.0
9408,4512.0
9890,2227.0
9890,4756.0
9890,73931.0
9890,515.0
9890,4690.0
855,2299.0
855,3061.0
855,11355.0
855,3197.0
855,886.0
77953,23659.0
77953,58225.0
77953,32597.0
77953,58224.0
77953,461542.0
18,62.0
18,64.0
18,65.0
18,63.0
18,66.0
37786,520.0
37786,38025.0
37786,38024.0
37786,2109.0
37786,38026.0
10501,11181.0
10501,8945.0
10501,4810.0
10501,23346.0
10501,587.0
57800,5723.0
57800,15757.0
57800,5713.0
57800,5724.0
57800,57599.0
150689,1016168.0
150689,112.0
150689,512991.0
150689,1283.0
150689,1640.0
7980,3293.0
7980,13240.0
7980,4038.0
7980,36592.0
7980,2283.0
12,13.0
12,14.0
12,12.0
12,5293.0
12,18.0
122,109.0
122,1327.0
122,110.0
122,882.0
122,114.0
121,109.0
121,1327.0
121,110.0
121,882.0
121,114.0
68737,1229.0
68737,1231.0
68737,25130.0
68737,227454.0
68737,239019.0
1995,11701.0
1995,10127.0
1995,20508.0
1995,1284.0
1995,8784.0
157353,85.0
157353,6162.0
157353,15556.0
157353,51072.0
157353,192.0
331,4783.0
331,3905.0
331,4939.0
331,4940.0
331,4941.0
61791,17051.0
61791,76792.0
61791,12074.0
61791,1248.0
61791,10993.0
8204,1281.0
8204,18248.0
8204,1733.0
8204,33397.0
8204,37041.0
47964,62.0
47964,224181.0
47964,8197.0
47964,17628.0
47964,80998.0
10733,6065.0
10733,879.0
10733,12261.0
10733,17178.0
10733,263.0
9806,8977.0
9806,18686.0
9806,2231.0
9806,11662.0
9806,7891.0
1408,16935.0
1408,8654.0
1408,8924.0
1408,7868.0
1408,8979.0
32657,33235.0
32657,53336.0
32657,109513.0
32657,105727.0
32657,48.0
607,2176.0
607,2888.0
607,9625.0
607,7132.0
607,9626.0
863,31.0
863,12898.0
863,3234.0
863,7090.0
863,7167.0
44048,5292.0
44048,62064.0
44048,5916.0
44048,824.0
44048,18472.0
5175,66.0
5175,18897.0
5175,1339.0
5175,41901.0
5175,58210.0
2655,3.0
2655,1160.0
2655,2958.0
2655,1736.0
2655,502.0
22794,19278.0
22794,1772.0
22794,3085.0
22794,16619.0
22794,4589.0
8355,15757.0
8355,5723.0
8355,5724.0
8355,15758.0
8355,11108.0
116745,7399.0
116745,41091.0
116745,10872.0
116745,4090.0
116745,36801.0
4327,6941.0
4327,140.0
4327,69597.0
4327,1532.0
4327,24367.0
1422,6193.0
1422,1892.0
1422,514.0
1422,13240.0
1422,8349.0
10674,776.0
10674,18897.0
10674,21702.0
10674,15838.0
10674,15098.0
7446,7399.0
7446,70851.0
7446,3223.0
7446,1733.0
7446,4581.0
65754,8784.0
65754,108916.0
65754,290.0
65754,5725.0
65754,1640.0
1572,62.0
1572,16940.0
1572,2231.0
1572,6804.0
1572,13023.0
10528,3223.0
10528,9642.0
10528,53714.0
10528,2983.0
10528,1665.0
271969,54738.0
271969,20286.0
271969,17289.0
271969,142213.0
271969,8786.0
10865,521.0
10865,35219.0
10865,52300.0
10865,16896.0
10865,4251.0
258509,11662.0
258509,15033.0
258509,98285.0
258509,5661.0
258509,49915.0
2253,500.0
2253,23229.0
2253,11181.0
2253,2440.0
2253,28641.0
10661,19292.0
10661,1241.0
10661,59192.0
